page_id,pagenumber,paper_title,provider_ddb_id,provider,zdb_id,publication_date,place_of_distribution,language,thumbnail,pagefulltext,pagename,preview_reference,paper_id,file_path,classification,probability,true_ad,ID,HEIGHT,WIDTH,VPOS,HPOS,text
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block2,145,3657,5987,684,"Herausgegeben von der Königl. Expedition de» Dresdner Journal«. — Druck von B. G. Teubner — Hierzu vier Beilagen, Landtagsbeilage Nr 70 u. eln« Sonderbeilag« der F«. N. Dürntnger L Lo., Herrnhut."
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block3,41,66,6322,1133,WW
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block4,62,324,2614,3828,"Portikusstr. 4, II."
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block5,47,86,2629,4280,1219
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block6,155,337,5196,2660,Stroh
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block7,51,92,5529,4259,1919
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block8,54,90,5921,4252,191k
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block9,251,600,5352,2537,"kaufen ab allen Stationen gegen
sofortige Kass« und stellen kosten
los Presse
kolddolr L Lsrllosf,
Berlin 87. 1916"
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block10,408,555,1840,3834,"UiissmIisildM
in der Kolonie Leubnitz-
Neuostra,bezugsfähig,solider
Ba», mit schönem Garten, für
Mk. 28000.00
zu verkaufen.
f Baubüro BaumeisterTimmler."
22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT,4,Dresdner Journal : Königlich Sächsischer Staatsanzeiger ; Verordnungsblatt der Ministerien und der Ober- und Mittelbehörden,265BI7NE7QBS4NQMZCCGIVLFR73OCOSL,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden,2889116-8,1914-03-28 12:00:00,['Dresden'],de,268a11f3-8b28-49b0-a081-e6b7396f8b84,['/data/altos/22/KP/22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM-FILE_0004_DDB_FULLTEXT'],FILE_0004_DDB_FULLTEXT,https://api.deutsche-digitale-bibliothek.de/binary/b5922e20-c39b-4464-8f92-56727cd452ba.xml,22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM,N:\Jobads\hermes_images\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM\22KPDIU2CCI3K3INHQ2TVFLRDDZCICYM_3.jpeg,1.0,0.9444997906684875,1,Page1_Block11,670,586,589,3856,"llffiriel'8«si8k
sucht für einige Tagesstunden Be-
schäftigung al» Gesellschafterin,
Begleiterin oder Pflege älterer
Lame oder anderen Vertrauens
posten. Auch d. perf. Malerin
Anleitung im Skizzieren nach
der Natur ic. Englische und
französische Sprachkenntnisse.
Werte Off. erb. in die Exped.
ds. Blatte» unter ."
